@relation FeatureVectors

@attribute sourceLine numeric
@attribute uniOPERATORCount numeric
@attribute uniOperandCount numeric
@attribute totalOPERATORCount numeric
@attribute totalOperandCount numeric
@attribute totalMethodInvocCount numeric
@attribute libraryMethodInvocCount numeric
@attribute localMethodInvocCount numeric
@attribute otherMethodInvocCount numeric
@attribute totalParameterCount numeric
@attribute isLocalClone numeric
@attribute simFileName numeric
@attribute simMaskedFileName numeric
@attribute simMethodName numeric
@attribute simTotalParaName numeric
@attribute simMaxParaName numeric
@attribute simTotalParaType numeric
@attribute isSameBlockInfo numeric
@attribute simCloneFragments numeric
@attribute this_or_super numeric
@attribute assignment numeric
@attribute identifier numeric
@attribute if_then_statement numeric
@attribute if_then_else_statement numeric
@attribute switch_statement numeric
@attribute while_statement numeric
@attribute do_statement numeric
@attribute for_statement numeric
@attribute consistency numeric

@data
13,12,7,32,18,7,3,4,0,2,0,0.931507,1,1,1,1,1,1,0.769231,1,0,0,2,0,0,0,0,0,0
15,10,7,16,12,4,1,3,0,4,1,1,0,0.230769,1.142857,1,1.083333,1,0.8,1,0,0,0,0,0,0,0,0,1
47,30,21,74,51,14,4,3,7,11,1,1,0,0.2,3.445238,1,2.627778,1,0.75,0,2,0,2,1,0,1,0,0,1
13,8,10,11,18,0,0,0,0,0,0,0.864407,1,1,1,1,1,1,1,0,1,4,1,0,0,0,0,0,1
17,12,16,29,43,3,3,0,0,10,0,0.864407,1,1,1,1,1,1,0.71,0,4,6,1,0,0,0,0,0,1
13,14,11,27,34,2,2,0,0,10,0,0.864407,1,1,1,1,1,1,0.91,0,1,8,1,0,0,0,0,1,1
42,23,24,101,65,27,3,23,1,28,1,1,0,0.823529,1,1,1,1,0.8,0,0,14,0,0,0,0,0,0,1
14,13,10,24,22,0,0,0,0,0,0,0.935065,1,0.666667,1,1,1,1,0.9,1,3,5,1,0,0,0,0,1,0
49,31,16,80,39,15,6,4,5,6,1,1,0,0.25,1,1,1,1,0.7,0,1,2,4,0,0,0,0,1,1
65,26,24,86,64,13,12,0,1,3,0,0.852632,1,1,1,1,1,1,0.81,0,16,9,1,0,0,0,0,0,1
17,14,10,22,12,3,1,1,1,0,0,0.842697,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
10,9,6,26,17,7,0,0,7,2,0,0.481928,1,0.133333,1.678571,1,1.361111,0,0.7,0,2,0,0,0,0,0,0,0,1
18,15,10,29,15,5,3,2,0,5,1,1,0,0.863636,6,1,7.100854,1,0.72,0,0,0,1,0,0,0,0,1,1
14,16,8,29,15,6,5,1,0,4,1,1,0,0.142857,2.571429,1,2.222222,1,0.7,0,0,0,1,0,0,0,0,0,1
50,26,15,59,36,7,3,3,1,2,0,0.765957,1,1,1,1,1,1,0.8,0,0,4,2,0,0,1,0,0,1
33,31,21,123,73,24,11,3,10,8,0,0.842697,1,0.578947,9.705561,1,12.225401,1,0.85,22,12,0,2,0,0,0,0,0,1
36,22,13,92,50,28,16,9,3,21,1,1,0,0.217391,1,1,1,1,0.72,0,0,3,0,0,0,0,0,0,1
15,13,11,26,26,0,0,0,0,0,0,0.935065,1,0.666667,2.428571,1,2.25,1,0.91,2,4,5,1,0,0,0,0,1,1
12,9,9,18,15,2,1,1,0,0,0,0.947368,1,1,0.142857,0.142857,0.210526,1,0.72,0,2,0,0,1,0,0,0,0,1
16,12,6,22,8,5,2,3,0,0,1,1,0,0.769231,1,1,1,1,0.83,0,1,1,1,0,0,0,0,0,1
14,14,6,27,12,5,2,1,2,1,1,1,0,0.111111,0.285714,0.285714,1,1,0.75,0,0,1,1,0,0,1,0,0,1
15,15,11,39,30,7,0,2,5,7,0,0.463918,1,1,1,1,1,1,0.92,0,1,5,0,1,0,0,0,0,1
23,19,11,41,23,6,1,2,3,8,0,0.880597,1,1,1,1,1,1,0.83,0,0,2,1,0,0,0,0,0,1
23,19,11,41,23,6,1,2,3,8,0,0.880597,1,1,1,1,1,1,0.83,0,0,2,1,0,0,0,0,0,1
58,31,23,100,73,20,11,0,9,13,1,1,0,0.333333,1,1,1,1,0.71,0,0,8,0,0,0,1,0,0,1
15,12,11,40,23,12,2,5,5,5,1,1,0,0.421053,1,1,1,1,0.72,0,0,1,0,0,0,0,0,0,0
15,12,11,40,23,12,2,5,5,5,1,1,0,0.421053,1,1,1,1,0.72,0,0,1,0,0,0,0,0,0,0
15,12,11,40,23,12,2,5,5,5,1,1,0,0.421053,1,1,1,1,0.72,0,0,1,0,0,0,0,0,0,0
15,12,11,40,23,12,2,5,5,5,1,1,0,0.421053,1,1,1,1,0.72,0,0,1,0,0,0,0,0,0,0
